"","Subject","Educ","Income2005"
"187",465,"12",12000
"188",467,"16",20000
"189",470,"12",46000
"190",479,"16",86000
"191",480,">16",60000
"192",481,">16",388725
"193",482,">16",122000
"194",484,"12",30000
"195",485,"12",12000
"196",486,"12",196424
"197",489,"13-15",85000
"198",491,"12",20000
"199",495,"13-15",29821
"200",496,"16",25000
"201",499,"13-15",36000
"202",500,"13-15",53000
"203",501,">16",25000
"204",502,"12",90000
"205",503,"12",23000
"206",505,"12",28000
"207",506,"16",43000
"208",520,"16",73000
"209",521,">16",80000
"210",527,"13-15",50000
"211",533,"13-15",5000
"212",535,"12",20000
"213",540,"12",60000
"214",543,"12",98000
"215",547,"<12",69000
"216",548,"12",15000
"217",550,"12",22000
"218",553,"16",10000
"219",554,">16",1100
"220",556,">16",147000
"221",557,">16",1200
"222",558,">16",36000
"223",560,"13-15",78500
"224",561,">16",42000
"225",562,">16",55000
"226",564,"13-15",5000
"227",565,"13-15",55000
"228",583,"13-15",36000
"229",585,"<12",25000
"230",594,"12",80000
"231",597,"<12",500
"232",604,"13-15",40000
"233",606,"13-15",35000
"234",608,"16",27000
"235",609,"16",32000
"236",612,"16",46136
"237",613,"12",95000
"238",616,"12",25000
"239",622,"13-15",36500
"240",631,"<12",18000
"241",632,"12",4000
"242",636,"12",40000
"243",639,"12",35000
"244",640,"12",42000
"245",645,"16",163172
"246",646,"12",12500
"247",647,"12",61000
"248",649,">16",110000
"249",650,"16",58000
"250",653,">16",96000
"251",659,"13-15",75000
"252",662,"12",22000
"253",663,"16",85000
"254",664,">16",43000
"255",665,"16",30000
"256",667,"13-15",58000
"257",669,"12",29000
"258",671,"16",10000
"259",674,"12",50000
"260",675,"<12",8400
"261",679,"12",20000
"262",681,"12",5000
"263",683,">16",52000
"264",684,"12",72000
"265",686,">16",57000
"266",688,"13-15",23000
"267",692,"13-15",45000
"268",697,"12",50000
"269",701,"<12",9800
"270",703,"12",3000
"271",704,"13-15",56000
"272",707,"13-15",48000
"273",709,"12",41167
"274",711,"12",40000
"275",712,"13-15",41000
"276",713,"12",11000
"277",714,"<12",20000
"278",717,"12",40000
"279",719,"12",48000
"280",720,"12",35000
"281",721,"13-15",22000
"282",722,"<12",57500
"283",723,"12",25000
"284",724,"13-15",20000
"285",725,">16",74000
"286",728,"12",30000
"287",730,"13-15",100000
"288",731,"12",40000
"289",732,"12",35000
"290",733,"13-15",28820
"291",745,"12",41000
"292",746,"13-15",35500
"293",747,"12",50300
"294",748,"13-15",34000
"295",751,"16",55000
"296",752,">16",120000
"297",755,"12",37000
"298",756,"12",26000
"299",757,"13-15",35000
"300",758,"12",20000
"301",761,"13-15",25000
"302",762,"12",12000
"303",763,"12",23000
"304",764,"13-15",21000
"305",769,"12",3000
"306",772,"12",74000
"307",774,"13-15",35000
"308",776,">16",115000
"309",777,"16",85000
"310",778,">16",30000
"311",779,"13-15",26000
"312",784,"13-15",30000
"313",789,"12",15000
"314",792,"16",30000
"315",793,"16",30000
"316",796,"16",58000
"317",797,"12",72000
"318",799,"12",53000
"319",800,"13-15",54000
"320",801,"13-15",19327
"321",802,"12",30000
"322",804,">16",16000
"323",806,"12",35000
"324",807,"16",70000
"325",810,"16",115000
"326",811,"13-15",16000
"327",812,"16",10500
"328",813,">16",33000
"329",814,"12",16000
"330",815,"12",23400
"331",816,"16",29000
"332",817,"16",117000
"333",818,"13-15",85000
"334",820,"16",85000
"335",821,">16",34000
"336",825,">16",73000
"337",827,">16",169541
"338",829,">16",66000
"339",832,"12",20000
"340",835,"13-15",25000
"341",839,"13-15",30000
"342",843,"12",3000
"343",847,"16",67500
"344",849,"12",20000
"345",850,"13-15",85000
"346",851,"12",48000
"347",854,"12",22000
"348",856,"13-15",25000
"349",859,"12",46000
"350",860,"12",37500
"351",861,"12",29000
"352",862,"<12",25000
"353",863,"12",125000
"354",866,"12",36000
"355",872,"16",176354
"356",874,">16",90000
"357",875,"12",40000
"358",878,"12",50000
"359",879,">16",52900
"360",881,"16",8000
"361",882,"16",42000
"362",883,"13-15",30000
"363",884,">16",52000
"364",885,"16",37000
"365",888,"12",50000
"366",889,"13-15",24000
"367",890,">16",183306
"368",891,"12",36000
"369",896,"16",15000
"370",898,"16",40000
"371",899,"13-15",31000
"372",902,">16",64320
"373",906,">16",90000
"374",907,">16",7000
"375",908,"16",37000
"376",909,"13-15",31330
"377",912,"16",34000
"378",914,"12",71500
"379",915,"13-15",57000
"380",916,"16",20000
"381",920,"16",120000
"382",921,"13-15",65000
"383",922,"12",90000
"384",929,"12",42000
"385",932,"12",30000
"386",935,"12",9800
"387",936,"13-15",15000
"388",937,"13-15",75000
"389",938,"12",38500
"390",941,"13-15",80000
"391",942,"12",43000
"392",944,">16",54000
"393",945,"16",37300
"394",947,"13-15",64000
"395",949,"12",70000
"396",950,"12",30000
"397",951,"12",72000
"398",952,"12",23600
"399",955,"12",40000
"400",956,"13-15",15000
"401",958,"12",35000
"402",959,"13-15",170247
"403",960,"13-15",150000
"404",961,"16",140000
"405",962,"13-15",45500
"406",963,"12",65000
"407",964,"12",48000
"408",966,"12",44000
"409",967,"12",56000
"410",968,"12",65000
"411",969,"12",31000
"412",970,"12",110000
"413",971,"12",3000
"414",972,"12",38000
"415",973,"12",42000
"416",974,">16",55000
"417",976,">16",51000
"418",990,"12",39000
"419",996,"12",60000
"420",997,"12",46000
"421",999,"16",27000
"422",1003,"16",70000
"423",1004,"13-15",56000
"424",1007,"12",125000
"425",1011,"12",45000
"426",1013,"13-15",25000
"427",1019,">16",29000
"428",1020,">16",84000
"429",1029,"12",17000
"430",1034,"<12",23000
"431",1038,"13-15",24000
"432",1039,"13-15",44000
"433",1042,"12",26000
"434",1043,"12",16000
"435",1044,"12",25000
"436",1046,">16",63
"437",1048,"12",13000
"438",1049,">16",51000
"439",1051,">16",67000
"440",1052,">16",183467
"441",1053,"16",394058
"442",1056,"12",24000
"443",1058,"13-15",47000
"444",1060,"12",12000
"445",1062,"12",115000
"446",1063,"12",20518
"447",1065,"12",20160
"448",1068,"<12",12000
"449",1071,"12",12649
"450",1072,">16",65000
"451",1076,"13-15",40000
"452",1078,"16",61000
"453",1080,"12",7500
"454",1081,"13-15",38262
"455",1082,"16",70000
"456",1085,"12",36000
"457",1086,">16",67500
"458",1089,"<12",35000
"459",1090,"<12",1300
"460",1091,"<12",24000
"461",1092,"12",15000
"462",1093,"16",35000
"463",1096,"12",48000
"464",1097,"13-15",59000
"465",1098,">16",108000
"466",1101,">16",50000
"467",1102,"13-15",429
"468",1104,"13-15",90000
"469",1105,">16",61000
"470",1106,"16",35000
"471",1111,"12",44000
"472",1114,"12",50000
"473",1116,"13-15",30000
"474",1118,"12",80000
"475",1122,"16",37000
"476",1130,"12",5000
"477",1134,"<12",53000
"478",1138,"16",58000
"479",1139,"16",60000
"480",1141,"12",30000
"481",1143,"16",180124
"482",1144,"16",248713
"483",1147,"12",6500
"484",1148,"<12",31000
"485",1153,"<12",2300
"486",1155,"13-15",52000
"487",1156,"12",25000
"488",1157,"16",63000
"489",1158,"13-15",31000
"490",1159,"13-15",30000
"491",1160,"13-15",20000
"492",1163,"13-15",25000
"493",1166,"13-15",20609
"494",1169,"12",130000
"495",1176,"16",77000
"496",1179,"12",35000
"497",1181,"13-15",150000
"498",1182,">16",48000
"499",1184,"16",95000
"500",1185,">16",268384
"501",1186,"16",140000
"502",1187,">16",39000
"503",1188,"13-15",130000
"504",1200,"16",9000
"505",1208,">16",120000
"506",1221,"12",16200
"507",1222,"12",38000
"508",1223,"13-15",15000
"509",1224,"13-15",12000
"510",1233,"13-15",42000
"511",1237,"12",24000
"512",1238,"13-15",62000
"513",1240,">16",52000
"514",1247,"12",8000
"515",1249,"12",80000
"516",1250,"12",17000
"517",1251,"12",31000
"518",1252,">16",16000
"519",1253,"12",21600
"520",1255,">16",87000
"521",1256,"13-15",50000
"522",1257,"12",23000
"523",1258,"13-15",3000
"524",1260,"<12",35000
"525",1261,"13-15",50000
"526",1268,"16",90000
"527",1272,"12",39000
"528",1273,"13-15",24000
"529",1276,"16",46000
"530",1279,"13-15",24000
"531",1286,"16",32000
"532",1287,"13-15",50000
"533",1288,"13-15",21000
"534",1290,"13-15",36000
"535",1291,"13-15",16000
"536",1293,"16",36000
"537",1294,"13-15",209138
"538",1301,"13-15",25000
"539",1311,"16",130000
"540",1312,"12",18000
"541",1315,"13-15",257286
"542",1318,"<12",37000
"543",1319,"12",43000
"544",1320,"13-15",78000
"545",1321,"13-15",56000
"546",1323,">16",42000
"547",1325,"16",80000
"548",1327,"12",53000
"549",1338,"13-15",42000
"550",1344,">16",72000
"551",1347,"16",157280
"552",1351,"12",13000
"553",1353,"12",20000
"554",1357,"12",38000
"555",1359,">16",40000
"556",1360,"12",27000
"557",1362,">16",70000
"558",1366,"12",29800
"559",1367,"16",16000
"560",1368,"16",39000
"561",1374,"16",15700
"562",1383,"12",80000
"563",1384,"12",26000
"564",1385,"13-15",34000
"565",1386,"12",52000
"566",1393,"13-15",79000
"567",1394,"16",62000
"568",1395,">16",63000
"569",1397,"12",45000
"570",1399,"13-15",45000
"571",1411,"13-15",16000
"572",1413,"<12",19000
"573",1416,"12",12000
"574",1417,"12",31000
"575",1418,"12",41000
"576",1419,"12",22000
"577",1425,"12",38000
"578",1426,"12",38685
"579",1429,"16",30000
"580",1432,"16",42000
"581",1433,">16",50000
"582",1434,"<12",31980
"583",1436,"<12",10000
"584",1438,"12",27000
"585",1440,"13-15",22000
"586",1455,"<12",25000
"587",1459,"13-15",40000
"588",1462,"12",28600
"589",1468,"12",29000
"590",1470,">16",35000
"591",1471,"<12",50000
"592",1477,"16",70000
"593",1479,">16",100000
"594",1481,"16",71000
"595",1484,"13-15",40000
"596",1487,"13-15",45000
"597",1490,"12",25000
"598",1491,"13-15",39000
"599",1492,"13-15",45000
"600",1493,"12",245549
"601",1495,"12",15000
"602",1499,"12",16000
"603",1500,"12",50000
"604",1501,">16",60000
"605",1502,"16",12000
"606",1503,">16",58000
"607",1506,"12",42000
"608",1507,"12",22000
"609",1508,"13-15",35000
"610",1509,">16",25000
"611",1510,"16",26000
"612",1512,"13-15",15000
"613",1514,"13-15",51000
"614",1515,"12",67000
"615",1516,"12",23300
"616",1521,"12",41000
"617",1522,"16",51300
"618",1527,"12",28000
"619",1529,"13-15",23000
"620",1530,"13-15",28000
"621",1531,"12",26000
"622",1532,"12",17407
"623",1534,"12",52000
"624",1538,">16",45000
"625",1539,"12",30000
"626",1541,"12",41400
"627",1547,"<12",85000
"628",1548,"<12",4000
"629",1551,"12",19000
"630",1552,"16",9200
"631",1553,"12",40000
"632",1554,"12",59000
"633",1555,"13-15",28352
"634",1556,"12",32176
"635",1558,"13-15",12000
"636",1560,"12",19000
"637",1564,"16",3400
"638",1566,"13-15",39100
"639",1568,"13-15",6000
"640",1569,"16",63000
"641",1571,"13-15",45000
"642",1574,"16",47000
"643",1575,"13-15",171551
"644",1577,"12",59000
"645",1580,"12",56000
"646",1585,"12",60000
"647",1586,"13-15",54000
"648",1587,"16",27300
"649",1590,"12",16000
"650",1591,"12",7000
"651",1592,"12",10000
"652",1593,"12",17000
"653",1595,"12",120000
"654",1597,"12",52000
"655",1598,"13-15",35000
"656",1599,"12",24000
"657",1601,"16",368302
"658",1602,"12",90000
"659",1603,">16",20000
"660",1605,"12",40000
"661",1607,"12",19200
"662",1608,"12",11040
"663",1610,"12",18000
"664",1617,"12",20000
"665",1619,">16",65000
"666",1621,">16",35942
"667",1622,"16",60000
"668",1626,"16",73000
"669",1627,"12",20000
"670",1629,"12",100000
"671",1631,"16",85000
"672",1632,">16",100035
"673",1633,">16",100000
"674",1635,"12",40000
"675",1636,"12",56000
"676",1637,"12",15000
"677",1640,"12",48000
"678",1641,"12",110000
"679",1642,"13-15",75000
"680",1644,"13-15",9400
"681",1651,"12",153334
"682",1656,"12",33000
"683",1659,"13-15",26000
"684",1670,"16",105000
"685",1719,">16",60000
"686",1720,"13-15",45000
"687",1721,"12",80000
"688",1725,"<12",25000
"689",1729,"12",24000
"690",1730,">16",52000
"691",1733,"16",115000
"692",1735,">16",3000
"693",1739,"13-15",10000
"694",1740,"16",19000
"695",1744,"13-15",60000
"696",1746,">16",116000
"697",1750,"12",44000
"698",1751,"13-15",35000
"699",1758,"13-15",13000
"700",1763,"16",22000
"701",1766,"16",12000
"702",1768,"12",8000
"703",1769,"12",29515
"704",1775,"13-15",34000
"705",1778,"13-15",8000
"706",1779,"<12",74000
"707",1780,"13-15",40000
"708",1781,"13-15",100000
"709",1784,"13-15",45000
"710",1785,"13-15",29000
"711",1786,"12",46800
"712",1787,">16",52000
"713",1788,"12",56856
"714",1790,"12",34000
"715",1792,"13-15",15000
"716",1795,">16",108888
"717",1797,"<12",3040
"718",1798,"13-15",27100
"719",1802,"12",27915
"720",1803,">16",36000
"721",1804,">16",12000
"722",1808,"16",125000
"723",1810,"13-15",155867
"724",1819,"13-15",29000
"725",1820,"<12",8000
"726",1824,"<12",19000
"727",1826,"12",45000
"728",1831,"13-15",64000
"729",1835,"12",40000
"730",1836,"13-15",50000
"731",1837,"13-15",32000
"732",1838,"12",17000
"733",1839,"12",18000
"734",1841,">16",85000
"735",1844,">16",188404
"736",1846,">16",192896
"737",1847,"13-15",68000
"738",1848,"13-15",46000
"739",1858,">16",68000
"740",1860,"12",29000
"741",1862,"12",900
"742",1863,"12",20000
"743",1865,"12",28000
"744",1866,"12",25000
"745",1867,"12",52000
"746",1868,"13-15",26500
"747",1869,"12",14000
"748",1872,"12",35000
"749",1873,"12",22000
"750",1875,">16",130000
"751",1878,"12",8000
"752",1880,">16",30000
"753",1881,"12",40000
"754",1884,"12",12500
"755",1885,"16",35000
"756",1887,"12",11000
"757",1889,"13-15",35675
"758",1890,"12",18000
"759",1891,"12",26800
"760",1895,"13-15",83000
"761",1896,">16",28000
"762",1899,"12",32000
"763",1902,"12",40574
"764",1904,"12",26000
"765",1905,"12",45000
"766",1906,">16",25000
"767",1910,"12",55000
"768",1912,"13-15",25000
"769",1913,"13-15",14103
"770",1914,">16",48000
"771",1916,">16",74481
"772",1917,"12",48000
"773",1918,"12",68000
"774",1920,"13-15",2000
"775",1924,"16",65000
"776",1925,"12",44000
"777",1926,"12",16000
"778",1927,"12",21455
"779",1929,"13-15",81000
"780",1930,"16",45000
"781",1944,"13-15",86000
"782",1947,"12",16000
"783",1950,"16",22000
"784",1951,">16",42000
"785",1952,">16",85000
"786",1953,">16",24000
"787",1954,"16",4000
"788",1955,"13-15",60000
"789",1957,"12",47000
"790",1958,"13-15",45000
"791",1959,"12",36000
"792",1961,"12",100000
"793",1962,"12",25000
"794",1963,"12",67000
"795",1964,"12",30000
"796",1965,"12",25000
"797",1966,"12",42000
"798",1967,"16",40000
"799",1971,"12",65000
"800",1975,"12",41000
"801",1976,"16",36000
"802",1977,"12",50000
"803",1978,"13-15",48000
"804",1985,"12",25000
"805",1986,"13-15",23000
"806",1988,"12",46000
"807",1990,"12",26000
"808",1992,"13-15",68000
"809",1994,"13-15",28000
"810",1995,"13-15",3000
"811",1996,"12",32000
"812",1998,"12",9724
"813",1999,">16",46000
"814",2002,"12",12000
"815",2003,"12",8000
"816",2005,"16",78000
"817",2007,"13-15",143000
"818",2010,">16",12000
"819",2011,"13-15",25000
"820",2012,"12",32000
"821",2013,"12",9200
"822",2014,"12",27000
"823",2018,"12",27640
"824",2020,"12",26000
"825",2024,"13-15",65000
"826",2027,">16",9000
"827",2029,">16",135000
"828",2030,">16",5500
"829",2031,"<12",36000
"830",2032,"12",32000
"831",2033,"12",157117
"832",2034,"16",52000
"833",2035,"12",25000
"834",2037,">16",2700
"835",2038,">16",162919
"836",2040,"13-15",14969
"837",2041,"13-15",20000
"838",2042,">16",6000
"839",2045,"12",30000
"840",2046,"12",24000
"841",2047,"13-15",55000
"842",2049,"16",33000
"843",2051,"<12",20000
"844",2055,"12",30000
"845",2056,"16",135000
"846",2057,"13-15",9000
"847",2061,"16",50000
"848",2062,">16",110000
"849",2066,"12",29000
"850",2067,"12",60000
"851",2068,"16",35000
"852",2070,"12",60000
"853",2071,"13-15",1000
"854",2072,"12",4000
"855",2073,"12",22000
"856",2074,"12",58000
"857",2075,"12",66000
"858",2076,"12",39144
"859",2079,"12",28000
"860",2080,"12",17000
"861",2081,"12",46000
"862",2083,"16",26000
"863",2086,"12",27000
"864",2087,"12",40000
"865",2088,"13-15",30000
"866",2089,"12",40000
"867",2090,"12",37000
"868",2093,"12",48000
"869",2094,"12",29000
"870",2096,"16",92000
"871",2097,"12",71000
"872",2099,"13-15",62000
"873",2100,"12",52000
"874",2101,"12",90000
"875",2102,"12",24000
"876",2104,"12",34500
"877",2106,"12",52000
"878",2107,"13-15",5100
"879",2113,">16",100000
"880",2119,"13-15",9000
"881",2120,"13-15",4000
"882",2122,"12",26000
"883",2123,">16",33600
"884",2124,"16",115000
"885",2126,">16",42000
"886",2132,"13-15",104000
"887",2133,"13-15",39400
"888",2134,"<12",10000
"889",2135,"12",70000
"890",2136,">16",34500
"891",2138,"12",36000
"892",2140,"12",55000
"893",2144,"16",57000
"894",2145,"13-15",50000
"895",2146,"12",14000
"896",2147,"13-15",34000
"897",2148,"13-15",16557
"898",2152,"12",28000
"899",2153,"12",12000
"900",2156,"12",40500
"901",2157,"12",24000
"902",2158,"12",3600
"903",2159,"16",70000
"904",2163,"13-15",60000
"905",2164,">16",69000
"906",2165,"12",12000
"907",2167,"16",48000
"908",2168,"16",57600
"909",2169,"13-15",57000
"910",2172,"13-15",63000
"911",2173,"12",52000
"912",2178,"16",44000
"913",2180,"12",40000
"914",2182,"12",65000
"915",2187,"13-15",90000
"916",2188,"13-15",36000
"917",2190,"13-15",18000
"918",2194,"<12",30000
"919",2196,"12",5280
"920",2200,">16",65000
"921",2201,"12",32000
"922",2202,"16",35000
"923",2203,"12",22500
"924",2204,"13-15",26074
"925",2205,"13-15",52000
"926",2207,"13-15",30000
"927",2208,"12",25000
"928",2209,"13-15",36000
"929",2214,"13-15",11000
"930",2216,"12",43000
"931",2218,"16",70000
"932",2220,"16",82000
"933",2222,"16",46000
"934",2223,"12",55000
"935",2224,"<12",5000
"936",2225,"12",56000
"937",2227,"12",28263
"938",2229,"12",33000
"939",2230,"16",40000
"940",2237,">16",64000
"941",2243,"16",30000
"942",2247,"12",58000
"943",2250,"12",20000
"944",2251,"12",7225
"945",2254,"<12",30000
"946",2255,"<12",45000
"947",2261,"12",32000
"948",2264,"12",13000
"949",2265,"13-15",15000
"950",2266,"12",15000
"951",2270,"12",15000
"952",2271,"12",13000
"953",2278,"13-15",49000
"954",2284,"13-15",50000
"955",2285,">16",55000
"956",2286,"16",26000
"957",2291,"16",60200
"958",2299,"16",47000
"959",2301,"16",71500
"960",2302,">16",112000
"961",2304,"12",50000
"962",2313,"12",25000
"963",2314,"12",50000
"964",2316,"12",30000
"965",2318,"<12",43000
"966",2322,"12",46000
"967",2323,"16",100000
"968",2324,"16",102000
"969",2326,"12",44000
"970",2327,"12",26000
"971",2328,"16",31000
"972",2329,"16",40000
"973",2332,"13-15",26524
"974",2333,"13-15",85000
"975",2334,"12",37500
"976",2337,"13-15",35650
"977",2339,">16",235236
"978",2341,"13-15",68000
"979",2344,"13-15",44000
"980",2348,"<12",14560
"981",2360,">16",18500
"982",2361,"12",99000
"983",2372,"16",65000
"984",2375,"13-15",80000
"985",2376,"13-15",60000
"986",2380,"12",22000
"987",2382,"13-15",40000
"988",2383,"12",8500
"989",2385,"13-15",62000
"990",2386,"13-15",68000
"991",2394,"12",60000
"992",2396,"12",13986
"993",2398,"<12",32000
"994",2400,"12",24024
"995",2401,"12",48000
"996",2403,"<12",18000
"997",2404,"12",28800
"998",2410,"13-15",13000
"999",2412,"12",15000
"1000",2413,"12",40000
"1001",2415,"13-15",55000
"1002",2417,"13-15",42500
"1003",2418,"12",35000
"1004",2419,"<12",55000
"1005",2420,"12",7500
"1006",2425,"12",35000
"1007",2426,"13-15",8200
"1008",2427,"12",75000
"1009",2434,"12",20000
"1010",2435,"12",35000
"1011",2436,"12",78000
"1012",2437,"13-15",125000
"1013",2438,">16",90000
"1014",2439,"12",32000
"1015",2442,">16",79000
"1016",2443,"13-15",36000
"1017",2444,"16",50000
"1018",2447,"13-15",37770
"1019",2450,"12",14750
"1020",2451,"12",23100
"1021",2452,"12",30000
"1022",2459,"12",4560
"1023",2460,"12",10875
"1024",2461,">16",61000
"1025",2462,"<12",18420
"1026",2464,"13-15",185950
"1027",2466,"<12",22000
"1028",2470,"12",46500
"1029",2471,"12",20000
"1030",2473,"12",42000
"1031",2474,"13-15",10574
"1032",2475,"12",56000
"1033",2477,"13-15",33000
"1034",2478,"12",20376
"1035",2479,"12",25000
"1036",2483,"12",29000
"1037",2485,"<12",18000
"1038",2489,"13-15",30000
"1039",2494,"16",72000
"1040",2523,"13-15",48000
"1041",2526,">16",80000
"1042",2527,"12",60000
"1043",2528,"12",6000
"1044",2529,"12",5000
"1045",2530,"12",27000
"1046",2535,"12",41000
"1047",2537,"12",13100
"1048",2539,"12",38000
"1049",2540,"12",25000
"1050",2541,"12",70000
"1051",2542,"13-15",12800
"1052",2544,"16",98000
"1053",2545,"16",103000
"1054",2547,"12",52000
"1055",2549,">16",38000
"1056",2550,"16",36660
"1057",2551,"16",39500
"1058",2552,"16",33500
"1059",2553,"12",39800
"1060",2556,"12",19000
"1061",2557,"16",96000
"1062",2558,">16",61000
"1063",2559,"13-15",49000
"1064",2564,"12",16000
"1065",2565,"16",44000
"1066",2566,"13-15",32000
"1067",2568,"13-15",25000
"1068",2569,">16",24000
"1069",2570,"16",15300
"1070",2572,"16",70500
"1071",2574,"12",32000
"1072",2578,"12",22000
"1073",2579,"12",26350
"1074",2582,"12",34000
"1075",2584,"12",44000
"1076",2585,"13-15",56000
"1077",2587,"<12",25500
"1078",2588,">16",70000
"1079",2589,">16",125000
"1080",2590,"16",60000
"1081",2591,"12",34000
"1082",2592,"12",22800
"1083",2594,"12",62000
"1084",2602,"13-15",37000
"1085",2603,">16",41000
"1086",2606,"16",51000
"1087",2607,"16",35000
"1088",2610,"12",25000
"1089",2613,"13-15",40000
"1090",2614,"12",50000
"1091",2615,"12",17000
"1092",2616,"13-15",95000
"1093",2620,"13-15",59500
"1094",2622,">16",33000
"1095",2626,">16",38000
"1096",2628,">16",8000
"1097",2629,"12",39264
"1098",2630,">16",70000
"1099",2633,"16",92000
"1100",2636,">16",40500
"1101",2637,"16",48000
"1102",2642,">16",68000
"1103",2646,">16",90000
"1104",2647,"13-15",220904
"1105",2649,">16",37000
"1106",2650,"12",15000
"1107",2651,"12",3983
"1108",2652,"12",31658
"1109",2653,"<12",20000
"1110",2654,"12",20000
"1111",2655,"<12",5300
"1112",2658,"12",8000
"1113",2659,"12",2000
"1114",2661,"<12",18674
"1115",2665,"12",24000
"1116",2666,"<12",13700
"1117",2669,"12",5000
"1118",2670,"12",23500
"1119",2672,"12",11000
"1120",2675,"<12",17000
"1121",2676,"<12",27000
"1122",2677,"13-15",22000
"1123",2679,"12",3890
"1124",2682,"12",12000
"1125",2683,"<12",30000
"1126",2684,">16",40000
"1127",2685,">16",58000
"1128",2688,"13-15",32000
"1129",2689,"12",30000
"1130",2690,"12",28000
"1131",2694,"13-15",25000
"1132",2695,">16",80000
"1133",2696,"13-15",46000
"1134",2698,"<12",6000
"1135",2699,"12",8000
"1136",2701,"16",88000
"1137",2702,"16",91500
