"","Subject","Educ","Income2005"
"216",949,12,70000
"217",950,12,30000
"218",951,12,72000
"219",952,12,23600
"220",955,12,40000
"221",958,12,35000
"222",961,16,140000
"223",963,12,65000
"224",964,12,48000
"225",966,12,44000
"226",967,12,56000
"227",968,12,65000
"228",969,12,31000
"229",970,12,110000
"230",971,12,3000
"231",972,12,38000
"232",973,12,42000
"233",990,12,39000
"234",996,12,60000
"235",997,12,46000
"236",999,16,27000
"237",1003,16,70000
"238",1007,12,125000
"239",1011,12,45000
"240",1029,12,17000
"241",1042,12,26000
"242",1043,12,16000
"243",1044,12,25000
"244",1048,12,13000
"245",1053,16,394058
"246",1056,12,24000
"247",1060,12,12000
"248",1062,12,115000
"249",1063,12,20518
"250",1065,12,20160
"251",1071,12,12649
"252",1078,16,61000
"253",1080,12,7500
"254",1082,16,70000
"255",1085,12,36000
"256",1092,12,15000
"257",1093,16,35000
"258",1096,12,48000
"259",1106,16,35000
"260",1111,12,44000
"261",1114,12,50000
"262",1118,12,80000
"263",1122,16,37000
"264",1130,12,5000
"265",1138,16,58000
"266",1139,16,60000
"267",1141,12,30000
"268",1143,16,180124
"269",1144,16,248713
"270",1147,12,6500
"271",1156,12,25000
"272",1157,16,63000
"273",1169,12,130000
"274",1176,16,77000
"275",1179,12,35000
"276",1184,16,95000
"277",1186,16,140000
"278",1200,16,9000
"279",1221,12,16200
"280",1222,12,38000
"281",1237,12,24000
"282",1247,12,8000
"283",1249,12,80000
"284",1250,12,17000
"285",1251,12,31000
"286",1253,12,21600
"287",1257,12,23000
"288",1268,16,90000
"289",1272,12,39000
"290",1276,16,46000
"291",1286,16,32000
"292",1293,16,36000
"293",1311,16,130000
"294",1312,12,18000
"295",1319,12,43000
"296",1325,16,80000
"297",1327,12,53000
"298",1347,16,157280
"299",1351,12,13000
"300",1353,12,20000
"301",1357,12,38000
"302",1360,12,27000
"303",1366,12,29800
"304",1367,16,16000
"305",1368,16,39000
"306",1374,16,15700
"307",1383,12,80000
"308",1384,12,26000
"309",1386,12,52000
"310",1394,16,62000
"311",1397,12,45000
"312",1416,12,12000
"313",1417,12,31000
"314",1418,12,41000
"315",1419,12,22000
"316",1425,12,38000
"317",1426,12,38685
"318",1429,16,30000
"319",1432,16,42000
"320",1438,12,27000
"321",1462,12,28600
"322",1468,12,29000
"323",1477,16,70000
"324",1481,16,71000
"325",1490,12,25000
"326",1493,12,245549
"327",1495,12,15000
"328",1499,12,16000
"329",1500,12,50000
"330",1502,16,12000
"331",1506,12,42000
"332",1507,12,22000
"333",1510,16,26000
"334",1515,12,67000
"335",1516,12,23300
"336",1521,12,41000
"337",1522,16,51300
"338",1527,12,28000
"339",1531,12,26000
"340",1532,12,17407
"341",1534,12,52000
"342",1539,12,30000
"343",1541,12,41400
"344",1551,12,19000
"345",1552,16,9200
"346",1553,12,40000
"347",1554,12,59000
"348",1556,12,32176
"349",1560,12,19000
"350",1564,16,3400
"351",1569,16,63000
"352",1574,16,47000
"353",1577,12,59000
"354",1580,12,56000
"355",1585,12,60000
"356",1587,16,27300
"357",1590,12,16000
"358",1591,12,7000
"359",1592,12,10000
"360",1593,12,17000
"361",1595,12,120000
"362",1597,12,52000
"363",1599,12,24000
"364",1601,16,368302
"365",1602,12,90000
"366",1605,12,40000
"367",1607,12,19200
"368",1608,12,11040
"369",1610,12,18000
"370",1617,12,20000
"371",1622,16,60000
"372",1626,16,73000
"373",1627,12,20000
"374",1629,12,100000
"375",1631,16,85000
"376",1635,12,40000
"377",1636,12,56000
"378",1637,12,15000
"379",1640,12,48000
"380",1641,12,110000
"381",1651,12,153334
"382",1656,12,33000
"383",1670,16,105000
"384",1721,12,80000
"385",1729,12,24000
"386",1733,16,115000
"387",1740,16,19000
"388",1750,12,44000
"389",1763,16,22000
"390",1766,16,12000
"391",1768,12,8000
"392",1769,12,29515
"393",1786,12,46800
"394",1788,12,56856
"395",1790,12,34000
"396",1802,12,27915
"397",1808,16,125000
"398",1826,12,45000
"399",1835,12,40000
"400",1838,12,17000
"401",1839,12,18000
"402",1860,12,29000
"403",1862,12,900
"404",1863,12,20000
"405",1865,12,28000
"406",1866,12,25000
"407",1867,12,52000
"408",1869,12,14000
"409",1872,12,35000
"410",1873,12,22000
"411",1878,12,8000
"412",1881,12,40000
"413",1884,12,12500
"414",1885,16,35000
"415",1887,12,11000
"416",1890,12,18000
"417",1891,12,26800
"418",1899,12,32000
"419",1902,12,40574
"420",1904,12,26000
"421",1905,12,45000
"422",1910,12,55000
"423",1917,12,48000
"424",1918,12,68000
"425",1924,16,65000
"426",1925,12,44000
"427",1926,12,16000
"428",1927,12,21455
"429",1930,16,45000
"430",1947,12,16000
"431",1950,16,22000
"432",1954,16,4000
"433",1957,12,47000
"434",1959,12,36000
"435",1961,12,100000
"436",1962,12,25000
"437",1963,12,67000
"438",1964,12,30000
"439",1965,12,25000
"440",1966,12,42000
"441",1967,16,40000
"442",1971,12,65000
"443",1975,12,41000
"444",1976,16,36000
"445",1977,12,50000
"446",1985,12,25000
"447",1988,12,46000
"448",1990,12,26000
"449",1996,12,32000
"450",1998,12,9724
"451",2002,12,12000
"452",2003,12,8000
"453",2005,16,78000
"454",2012,12,32000
"455",2013,12,9200
"456",2014,12,27000
"457",2018,12,27640
"458",2020,12,26000
"459",2032,12,32000
"460",2033,12,157117
"461",2034,16,52000
"462",2035,12,25000
"463",2045,12,30000
"464",2046,12,24000
"465",2049,16,33000
"466",2055,12,30000
"467",2056,16,135000
"468",2061,16,50000
"469",2066,12,29000
"470",2067,12,60000
"471",2068,16,35000
"472",2070,12,60000
"473",2072,12,4000
"474",2073,12,22000
"475",2074,12,58000
"476",2075,12,66000
"477",2076,12,39144
"478",2079,12,28000
"479",2080,12,17000
"480",2081,12,46000
"481",2083,16,26000
"482",2086,12,27000
"483",2087,12,40000
"484",2089,12,40000
"485",2090,12,37000
"486",2093,12,48000
"487",2094,12,29000
"488",2096,16,92000
"489",2097,12,71000
"490",2100,12,52000
"491",2101,12,90000
"492",2102,12,24000
"493",2104,12,34500
"494",2106,12,52000
"495",2122,12,26000
"496",2124,16,115000
"497",2135,12,70000
"498",2138,12,36000
"499",2140,12,55000
"500",2144,16,57000
"501",2146,12,14000
"502",2152,12,28000
"503",2153,12,12000
"504",2156,12,40500
"505",2157,12,24000
"506",2158,12,3600
"507",2159,16,70000
"508",2165,12,12000
"509",2167,16,48000
"510",2168,16,57600
"511",2173,12,52000
"512",2178,16,44000
"513",2180,12,40000
"514",2182,12,65000
"515",2196,12,5280
"516",2201,12,32000
"517",2202,16,35000
"518",2203,12,22500
"519",2208,12,25000
"520",2216,12,43000
"521",2218,16,70000
"522",2220,16,82000
"523",2222,16,46000
"524",2223,12,55000
"525",2225,12,56000
"526",2227,12,28263
"527",2229,12,33000
"528",2230,16,40000
"529",2243,16,30000
"530",2247,12,58000
"531",2250,12,20000
"532",2251,12,7225
"533",2261,12,32000
"534",2264,12,13000
"535",2266,12,15000
"536",2270,12,15000
"537",2271,12,13000
"538",2286,16,26000
"539",2291,16,60200
"540",2299,16,47000
"541",2301,16,71500
"542",2304,12,50000
"543",2313,12,25000
"544",2314,12,50000
"545",2316,12,30000
"546",2322,12,46000
"547",2323,16,100000
"548",2324,16,102000
"549",2326,12,44000
"550",2327,12,26000
"551",2328,16,31000
"552",2329,16,40000
"553",2334,12,37500
"554",2361,12,99000
"555",2372,16,65000
"556",2380,12,22000
"557",2383,12,8500
"558",2394,12,60000
"559",2396,12,13986
"560",2400,12,24024
"561",2401,12,48000
"562",2404,12,28800
"563",2412,12,15000
"564",2413,12,40000
"565",2418,12,35000
"566",2420,12,7500
"567",2425,12,35000
"568",2427,12,75000
"569",2434,12,20000
"570",2435,12,35000
"571",2436,12,78000
"572",2439,12,32000
"573",2444,16,50000
"574",2450,12,14750
"575",2451,12,23100
"576",2452,12,30000
"577",2459,12,4560
"578",2460,12,10875
"579",2470,12,46500
"580",2471,12,20000
"581",2473,12,42000
"582",2475,12,56000
"583",2478,12,20376
"584",2479,12,25000
"585",2483,12,29000
"586",2494,16,72000
"587",2527,12,60000
"588",2528,12,6000
"589",2529,12,5000
"590",2530,12,27000
"591",2535,12,41000
"592",2537,12,13100
"593",2539,12,38000
"594",2540,12,25000
"595",2541,12,70000
"596",2544,16,98000
"597",2545,16,103000
"598",2547,12,52000
"599",2550,16,36660
"600",2551,16,39500
"601",2552,16,33500
"602",2553,12,39800
"603",2556,12,19000
"604",2557,16,96000
"605",2564,12,16000
"606",2565,16,44000
"607",2570,16,15300
"608",2572,16,70500
"609",2574,12,32000
"610",2578,12,22000
"611",2579,12,26350
"612",2582,12,34000
"613",2584,12,44000
"614",2590,16,60000
"615",2591,12,34000
"616",2592,12,22800
"617",2594,12,62000
"618",2606,16,51000
"619",2607,16,35000
"620",2610,12,25000
"621",2614,12,50000
"622",2615,12,17000
"623",2629,12,39264
"624",2633,16,92000
"625",2637,16,48000
"626",2650,12,15000
"627",2651,12,3983
"628",2652,12,31658
"629",2654,12,20000
"630",2658,12,8000
"631",2659,12,2000
"632",2665,12,24000
"633",2669,12,5000
"634",2670,12,23500
"635",2672,12,11000
"636",2679,12,3890
"637",2682,12,12000
"638",2689,12,30000
"639",2690,12,28000
"640",2699,12,8000
"641",2701,16,88000
"642",2702,16,91500
"643",2703,16,125000
"644",2706,12,36500
"645",2707,12,24000
"646",2708,12,25000
"647",2709,12,16257
"648",2710,12,26000
"649",2711,12,30620
"650",2714,16,45000
"651",2723,16,62000
"652",2729,12,7000
"653",2730,16,10000
"654",2732,12,33955
"655",2745,12,28000
"656",2748,12,25000
"657",2760,12,26000
"658",2770,16,57000
"659",2771,16,10000
"660",2772,12,21000
"661",2775,12,19500
"662",2780,12,32000
"663",2781,12,18000
"664",2797,12,50000
"665",2804,16,52000
"666",2810,12,8000
"667",2811,12,25000
"668",2813,16,75000
"669",2816,12,82000
"670",2829,12,32000
"671",2830,12,19000
"672",2832,12,48000
"673",2838,16,69500
"674",2848,16,19285
"675",2852,12,33000
"676",2858,12,56000
"677",2863,12,40000
"678",2864,12,22000
"679",2868,16,74000
"680",2894,16,166924
"681",2895,16,194031
"682",2899,16,30000
"683",2911,12,2000
"684",2912,12,15000
"685",2920,12,75000
"686",2921,12,60000
"687",2928,16,10088
"688",2930,16,32000
"689",2944,12,32000
"690",2946,16,62000
"691",2948,16,12500
"692",2949,16,20000
"693",2950,16,93000
"694",2962,16,140000
"695",2974,12,89000
"696",2976,12,53000
"697",2977,12,40000
"698",2978,12,9000
"699",2984,16,359118
"700",2985,16,100000
"701",2988,16,100000
"702",2990,12,5000
"703",2991,16,45000
"704",2994,12,97200
"705",2995,12,24000
"706",2997,12,74000
"707",2998,12,42000
"708",3016,16,85000
"709",3020,12,10800
"710",3023,12,30000
"711",3035,12,30000
"712",3036,12,52000
"713",3037,12,72000
"714",3039,12,65000
"715",3046,12,30000
"716",3051,12,17000
"717",3054,12,15000
"718",3055,12,30000
"719",3057,12,18000
"720",3062,16,282588
"721",3065,12,25000
"722",3077,12,70000
"723",3079,12,30000
"724",3081,12,37000
"725",3082,12,25000
"726",3084,16,183223
"727",3085,16,25000
"728",3090,12,31600
"729",3094,12,2200
"730",3095,12,18000
"731",3100,12,50000
"732",3113,12,40000
"733",3118,12,28000
"734",3127,12,22000
"735",3134,12,6000
"736",3138,12,50000
"737",3141,16,80000
"738",3143,16,53000
"739",3145,16,5000
"740",3150,16,138000
"741",3151,12,47000
"742",3153,16,151083
"743",3154,16,10000
"744",3157,16,60000
"745",3159,16,40000
"746",3163,12,34000
"747",3177,12,55000
"748",3192,12,28000
"749",3194,12,40000
"750",3195,12,48000
"751",3196,12,72000
"752",3197,12,31500
"753",3199,12,29500
"754",3205,16,90000
"755",3208,16,135000
"756",3215,12,40000
"757",3221,12,67000
"758",3235,12,26000
"759",3236,12,3000
"760",3242,12,9000
"761",3243,16,50000
"762",3246,12,49400
"763",3252,12,29000
"764",3254,12,26800
"765",3263,16,89000
"766",3266,16,250
"767",3267,12,23000
"768",3273,12,24000
"769",3277,12,60000
"770",3285,12,30000
"771",3289,16,140000
"772",3303,16,18000
"773",3310,12,32000
"774",3324,12,96000
"775",3325,12,300
"776",3329,12,45000
"777",3338,16,2000
"778",3346,12,58000
"779",3347,12,40000
"780",3352,16,1200
"781",3353,12,44000
"782",3360,16,32000
"783",3374,12,68000
"784",3378,16,8220
"785",3381,12,125000
"786",3387,16,45000
"787",3389,12,60000
"788",3397,12,13000
"789",3403,12,120000
"790",3410,16,65000
"791",3413,12,36000
"792",3417,12,8000
"793",3418,12,46000
"794",3423,16,27000
"795",3429,16,200
"796",3433,16,4000
"797",3444,12,19200
"798",3452,12,20000
"799",3455,12,61200
"800",3456,12,10000
"801",3463,16,57000
"802",3464,16,96000
"803",3465,12,35000
"804",3466,16,60000
"805",3467,12,17000
"806",3471,12,40000
"807",3475,12,26000
"808",3479,12,80000
"809",3487,12,39000
"810",3491,12,13000
"811",3492,12,47000
"812",3493,12,40000
"813",3495,12,80000
"814",3502,12,41000
"815",3503,12,88000
"816",3506,16,18000
"817",3508,12,18000
"818",3511,12,16000
"819",3513,12,27000
"820",3514,12,24000
"821",3522,12,500
"822",3527,12,3800
"823",3530,16,62000
"824",3537,12,26000
"825",3538,12,33900
"826",3543,12,18000
"827",3544,12,3200
"828",3549,12,1500
"829",3550,12,25000
"830",3551,16,65000
"831",3553,12,55000
"832",3559,12,60000
"833",3561,12,42000
"834",3562,12,5000
"835",3563,12,34000
"836",3565,12,36000
"837",3569,12,42000
"838",3574,12,47000
"839",3575,12,56000
"840",3579,12,45000
"841",3580,12,36000
"842",3581,16,129000
"843",3584,12,16000
"844",3585,16,159168
"845",3589,12,50987
"846",3591,12,4471
"847",3592,12,56000
"848",3600,12,60000
"849",3601,16,40000
"850",3608,16,69000
"851",3611,12,15000
"852",3616,12,35000
"853",3617,16,89000
"854",3620,12,32000
"855",3623,16,35000
"856",3625,16,26000
"857",3640,12,21000
"858",3649,12,29400
"859",3650,12,32000
"860",3651,16,65000
"861",3660,12,23400
"862",3669,16,10000
"863",3676,16,74000
"864",3677,16,60000
"865",3686,16,69000
"866",3694,12,56000
"867",3697,12,5000
"868",3699,12,20477
"869",3708,12,144000
"870",3709,16,30000
"871",3719,12,29000
"872",3721,12,52000
"873",3722,12,55000
"874",3723,12,16000
"875",3732,12,36000
"876",3735,12,60000
"877",3736,12,49000
"878",3737,12,58000
"879",3738,12,18000
"880",3739,12,16000
"881",3740,12,20000
"882",3741,12,9300
"883",3745,16,32089
"884",3746,12,16390
"885",3751,12,45000
"886",3754,12,33000
"887",3760,12,33000
"888",3770,12,52000
"889",3775,16,53000
"890",3780,12,55000
"891",3784,12,29000
"892",3789,12,52000
"893",3790,12,22049
"894",3796,12,34000
"895",3805,16,95000
"896",3809,16,100000
"897",3812,16,100000
"898",3814,12,42000
"899",3815,16,263445
"900",3819,12,15000
"901",3821,12,1500
"902",3822,12,5000
"903",3825,12,22000
"904",3829,12,167803
"905",3830,12,45000
"906",3833,12,40000
"907",3837,12,35000
"908",3838,12,85000
"909",3845,12,24000
"910",3846,12,52000
"911",3847,12,67000
"912",3850,12,32000
"913",3851,12,16000
"914",3852,12,14000
"915",3861,16,25000
"916",3872,16,30000
"917",3874,16,519340
"918",3875,16,92000
"919",3884,16,74000
"920",3889,16,15000
"921",3892,16,102000
"922",3898,16,110000
"923",3900,12,32000
"924",3910,16,40000
"925",3922,16,22000
"926",3929,12,10000
"927",3933,12,50000
"928",3938,12,22000
"929",3952,16,50000
"930",3957,12,68000
"931",3958,12,40000
"932",3967,16,125000
"933",3977,12,600
"934",3980,16,444624
"935",3994,12,26000
"936",4004,12,46000
"937",4013,12,36000
"938",4014,12,62000
"939",4022,12,90000
"940",4023,16,65000
"941",4025,12,24000
"942",4028,12,24500
"943",4030,16,15000
"944",4032,12,35000
"945",4036,12,52000
"946",4045,16,50000
"947",4046,12,18000
"948",4048,12,25000
"949",4049,12,90000
"950",4056,16,50000
"951",4057,16,35000
"952",4062,12,52000
"953",4064,12,20000
"954",4065,12,9000
"955",4067,12,30000
"956",4071,12,15000
"957",4077,12,15000
"958",4085,12,11000
"959",4089,12,20000
"960",4090,12,58000
"961",4097,12,66000
"962",4103,12,36500
"963",4105,12,3408
"964",4106,16,62000
"965",4108,16,23900
"966",4112,12,5700
"967",4113,12,9600
"968",4114,12,34000
"969",4128,12,40000
"970",4130,12,32500
"971",4141,12,6000
"972",4142,12,20000
"973",4145,12,25000
"974",4147,16,32624
"975",4159,12,30000
"976",4161,12,45000
"977",4163,12,29000
"978",4164,16,20000
"979",4171,16,90000
"980",4172,16,34900
"981",4173,12,12500
"982",4175,12,26000
"983",4184,12,25000
"984",4196,12,23000
"985",4205,12,32000
"986",4216,12,48000
"987",4220,12,15000
"988",4222,12,23031
"989",4225,16,20000
"990",4239,12,48000
"991",4240,12,50000
"992",4242,12,48000
"993",4249,12,26000
"994",4251,12,62500
"995",4257,16,34000
"996",4263,12,16000
"997",4268,12,84600
"998",4274,12,11550
"999",4278,12,80000
"1000",4279,12,150000
"1001",4280,16,49000
"1002",4285,16,40000
"1003",4296,16,40000
"1004",4299,16,42000
"1005",4300,12,56000
"1006",4303,12,32000
"1007",4312,12,18000
"1008",4314,12,30000
"1009",4324,12,58000
"1010",4326,12,13200
"1011",4327,12,38000
"1012",4333,12,20000
"1013",4338,12,22000
"1014",4339,12,12000
"1015",4345,12,14000
"1016",4350,16,26000
"1017",4352,16,30000
"1018",4353,16,120000
"1019",4355,16,22000
"1020",4374,12,30000
"1021",4382,16,18000
"1022",4386,12,19900
"1023",4390,12,34000
"1024",4392,16,37000
"1025",4407,16,185662
"1026",4410,16,63000
"1027",4413,16,30000
"1028",4426,16,211052
"1029",4427,12,45000
"1030",4448,16,95000
"1031",4459,12,9000
"1032",4461,12,18000
"1033",4466,16,80000
"1034",4469,12,31200
"1035",4480,16,202617
"1036",4487,12,33000
"1037",4496,12,47000
"1038",4498,12,39000
"1039",4505,12,25000
"1040",4508,16,72000
"1041",4517,16,146000
"1042",4519,12,50000
"1043",4520,12,40000
"1044",4524,12,50000
"1045",4531,16,113000
"1046",4532,16,73000
"1047",4538,12,40000
"1048",4540,16,57000
"1049",4541,12,35000
"1050",4543,12,1800
"1051",4544,12,12000
"1052",4548,16,100000
"1053",4557,12,6580
"1054",4561,12,16000
"1055",4563,12,60000
"1056",4565,16,98000
"1057",4566,12,90000
"1058",4569,12,85000
"1059",4583,12,21000
"1060",4586,12,38154
"1061",4589,12,38200
"1062",4594,12,25000
"1063",4596,12,65000
"1064",4601,12,30000
"1065",4604,12,27412
"1066",4606,16,15000
"1067",4619,12,9500
"1068",4621,12,24000
"1069",4623,12,62000
"1070",4630,12,130000
"1071",4632,16,45000
"1072",4637,12,25000
"1073",4638,12,17000
"1074",4641,12,18000
"1075",4646,12,24000
"1076",4652,16,60000
"1077",4662,16,52000
"1078",4668,16,209400
"1079",4676,12,45000
"1080",4678,12,5000
"1081",4680,12,14000
"1082",4695,16,91500
"1083",4698,16,108000
"1084",4701,12,197062
"1085",4707,12,72000
"1086",4710,12,15000
"1087",4711,12,40000
"1088",4714,12,45000
"1089",4716,12,58000
"1090",4720,12,67000
"1091",4722,12,35000
"1092",4724,12,8400
"1093",4732,12,21424
"1094",4734,12,12000
"1095",4742,16,30000
"1096",4746,12,36000
"1097",4747,12,12000
"1098",4752,12,42000
"1099",4753,16,33000
"1100",4755,12,54000
"1101",4759,12,62000
"1102",4762,12,8600
"1103",4764,12,55000
"1104",4765,12,70000
"1105",4770,12,31000
"1106",4772,12,24000
"1107",4774,12,4800
"1108",4776,12,41000
"1109",4777,12,22000
"1110",4778,12,26000
"1111",4779,12,27000
"1112",4780,12,25000
"1113",4788,12,66000
"1114",4790,12,13000
"1115",4793,16,115000
"1116",4795,16,70000
"1117",4804,12,12000
"1118",4812,16,80000
"1119",4817,12,35000
"1120",4818,12,21000
"1121",4820,16,25000
"1122",4822,12,30775
"1123",4828,16,66768
"1124",4829,16,126000
"1125",4830,16,344856
"1126",4834,16,80000
"1127",4843,16,45000
"1128",4849,12,20000
"1129",4858,12,64000
"1130",4864,12,8575
"1131",4871,16,34000
"1132",4873,16,55000
"1133",4876,12,35000
"1134",4879,12,26500
"1135",4884,12,33000
"1136",4888,12,38083
"1137",4892,16,72000
"1138",4894,16,81000
"1139",4896,16,90000
"1140",4900,12,50000
"1141",4906,12,7300
"1142",4911,12,6000
"1143",4914,12,29000
"1144",4926,12,48000
"1145",4927,16,159193
"1146",4934,12,25000
"1147",4939,16,41000
"1148",4942,12,54000
"1149",4944,16,75000
"1150",4945,12,35000
"1151",4948,12,18000
"1152",4952,12,26000
"1153",4955,12,40000
"1154",4966,12,32000
"1155",4979,12,58000
"1156",4983,12,8000
"1157",4986,12,410008
"1158",4992,12,30000
"1159",5007,12,63000
"1160",5029,16,120000
"1161",5041,12,14000
"1162",5060,12,24314
"1163",5085,12,9600
"1164",5097,12,119000
"1165",5099,16,40000
"1166",5106,12,120000
"1167",5108,16,33000
"1168",5115,12,27400
"1169",5131,12,21213
"1170",5139,12,15000
"1171",5140,16,10800
"1172",5145,12,36000
"1173",5158,12,50000
"1174",5159,12,1200
"1175",5161,12,37000
"1176",5162,12,100000
"1177",5166,16,75000
"1178",5176,12,38000
"1179",5179,12,23000
"1180",5180,12,3563
"1181",5184,12,38000
"1182",5186,12,29000
"1183",5188,16,46000
"1184",5189,12,27000
"1185",5192,12,30000
"1186",5193,16,56000
"1187",5194,12,32000
"1188",5195,12,28398
"1189",5208,12,25000
"1190",5211,12,35718
"1191",5219,12,83000
"1192",5226,16,85000
"1193",5231,12,12000
"1194",5236,12,8400
"1195",5238,12,22000
"1196",5244,16,60000
"1197",5247,12,26000
"1198",5250,16,55000
"1199",5251,12,50000
"1200",5252,12,9000
"1201",5257,12,40000
"1202",5258,12,33800
"1203",5262,12,11500
"1204",5264,16,65000
"1205",5268,12,11548
"1206",5272,12,20000
"1207",5278,12,55000
"1208",5287,16,3200
"1209",5288,12,37500
"1210",5289,16,40264
"1211",5291,12,47500
"1212",5294,12,16000
"1213",5301,12,29479
"1214",5307,12,28000
"1215",5311,12,10000
"1216",5316,12,58000
"1217",5317,12,7200
"1218",5326,16,35000
"1219",5327,12,35000
"1220",5334,16,75000
"1221",5338,12,21939
"1222",5341,16,52000
"1223",5342,16,95000
"1224",5352,16,110000
"1225",5353,12,3200
"1226",5356,12,36800
"1227",5357,12,34000
"1228",5362,12,56000
"1229",5366,12,35000
"1230",5372,16,12000
"1231",5373,16,35000
"1232",5374,16,38400
"1233",5376,12,12000
"1234",5381,16,46000
"1235",5385,12,8000
"1236",5388,16,18000
"1237",5393,16,59850
"1238",5398,16,135000
"1239",5401,12,35000
"1240",5402,12,50000
"1241",5406,16,32000
"1242",5410,16,57000
"1243",5416,16,15000
"1244",5417,12,196680
"1245",5418,16,60000
"1246",5420,16,125000
"1247",5421,12,13000
"1248",5430,16,37000
"1249",5435,12,36000
"1250",5436,12,29000
"1251",5439,16,110000
"1252",5440,12,38000
"1253",5450,12,8500
"1254",5451,12,50000
"1255",5456,12,25000
"1256",5470,12,43000
"1257",5474,16,62000
"1258",5476,12,26000
"1259",5484,12,900
"1260",5485,16,47000
"1261",5486,12,20500
"1262",5491,12,52000
"1263",5493,12,56000
"1264",5494,12,29800
"1265",5499,12,50000
"1266",5502,12,16000
"1267",5504,16,95000
